TRAITID	SORT	TRAIT	plat	SHORTNAME	id
cg05830425	8182	cg05830425:chr13:20552356 0	CPG	CPG: cg05830425:chr13:20552356 0	CPG: cg05830425:chr13:20552356 0
cg05840750	8183	cg05840750:chr3:153470668 MBNL1;LOC401093;LOC401093;MBNL1	CPG	CPG: cg05840750:chr3:153470668 MBNL1;LOC401093;LOC401093;MBNL1	CPG: cg05840750:chr3:153470668 MBNL1;LOC401093;LOC401093;MBNL1
cg05867134	8184	cg05867134:chr16:30916536 STX1B	CPG	CPG: cg05867134:chr16:30916536 STX1B	CPG: cg05867134:chr16:30916536 STX1B
cg05877118	8185	cg05877118:chr13:99304824 CLYBL	CPG	CPG: cg05877118:chr13:99304824 CLYBL	CPG: cg05877118:chr13:99304824 CLYBL
cg05883128	8186	cg05883128:chr4:169475706 DDX60	CPG	CPG: cg05883128:chr4:169475706 DDX60	CPG: cg05883128:chr4:169475706 DDX60
cg05896120	8187	cg05896120:chr7:6853712 0	CPG	CPG: cg05896120:chr7:6853712 0	CPG: cg05896120:chr7:6853712 0
cg05904013	8188	cg05904013:chr7:128367169 IRF5;IRF5;IRF5;IRF5;IRF5;IRF5;IRF5	CPG	CPG: cg05904013:chr7:128367169 IRF5;IRF5;IRF5;IRF5;IRF5;IRF5;IRF5	CPG: cg05904013:chr7:128367169 IRF5;IRF5;IRF5;IRF5;IRF5;IRF5;IRF5
cg05906777	8189	cg05906777:chr17:70779755 MIF4GD	CPG	CPG: cg05906777:chr17:70779755 MIF4GD	CPG: cg05906777:chr17:70779755 MIF4GD
cg05914537	8190	cg05914537:chr20:4712253 RASSF2;RASSF2	CPG	CPG: cg05914537:chr20:4712253 RASSF2;RASSF2	CPG: cg05914537:chr20:4712253 RASSF2;RASSF2
cg05923072	8191	cg05923072:chr6:74462630 CD109;CD109;CD109;CD109;CD109;CD109	CPG	CPG: cg05923072:chr6:74462630 CD109;CD109;CD109;CD109;CD109;CD109	CPG: cg05923072:chr6:74462630 CD109;CD109;CD109;CD109;CD109;CD109
cg05924979	8192	cg05924979:chr4:120140508 SYNPO2;SYNPO2;SYNPO2	CPG	CPG: cg05924979:chr4:120140508 SYNPO2;SYNPO2;SYNPO2	CPG: cg05924979:chr4:120140508 SYNPO2;SYNPO2;SYNPO2
cg05928849	8193	cg05928849:chr11:122498418 ASAM	CPG	CPG: cg05928849:chr11:122498418 ASAM	CPG: cg05928849:chr11:122498418 ASAM
cg05941890	8194	cg05941890:chr12:108495919 MMAB;MVK;MVK;MVK;MVK	CPG	CPG: cg05941890:chr12:108495919 MMAB;MVK;MVK;MVK;MVK	CPG: cg05941890:chr12:108495919 MMAB;MVK;MVK;MVK;MVK
cg05942111	8195	cg05942111:chr12:63330294 RASSF3	CPG	CPG: cg05942111:chr12:63330294 RASSF3	CPG: cg05942111:chr12:63330294 RASSF3
cg05951221	8196	cg05951221:chr2:232992646 0	CPG	CPG: cg05951221:chr2:232992646 0	CPG: cg05951221:chr2:232992646 0
cg05958985	8197	cg05958985:chr16:87085738 ZFPM1	CPG	CPG: cg05958985:chr16:87085738 ZFPM1	CPG: cg05958985:chr16:87085738 ZFPM1
cg05997278	8198	cg05997278:chr2:69158425 ANTXR1;ANTXR1;ANTXR1	CPG	CPG: cg05997278:chr2:69158425 ANTXR1;ANTXR1;ANTXR1	CPG: cg05997278:chr2:69158425 ANTXR1;ANTXR1;ANTXR1
cg06018711	8199	cg06018711:chr7:143983860 TPK1;TPK1	CPG	CPG: cg06018711:chr7:143983860 TPK1;TPK1	CPG: cg06018711:chr7:143983860 TPK1;TPK1
cg06029792	8200	cg06029792:chr15:68113278 0	CPG	CPG: cg06029792:chr15:68113278 0	CPG: cg06029792:chr15:68113278 0
cg06033859	8201	cg06033859:chr13:112995687 0	CPG	CPG: cg06033859:chr13:112995687 0	CPG: cg06033859:chr13:112995687 0
cg06039624	8202	cg06039624:chr16:20725569 LOC81691;ERI2;ERI2;LOC81691	CPG	CPG: cg06039624:chr16:20725569 LOC81691;ERI2;ERI2;LOC81691	CPG: cg06039624:chr16:20725569 LOC81691;ERI2;ERI2;LOC81691
cg06040872	8203	cg06040872:chr17:31418328 CCL18	CPG	CPG: cg06040872:chr17:31418328 CCL18	CPG: cg06040872:chr17:31418328 CCL18
cg06043201	8204	cg06043201:chr8:29030347 KIF13B	CPG	CPG: cg06043201:chr8:29030347 KIF13B	CPG: cg06043201:chr8:29030347 KIF13B
cg06059360	8205	cg06059360:chr3:42632622 NKTR	CPG	CPG: cg06059360:chr3:42632622 NKTR	CPG: cg06059360:chr3:42632622 NKTR
cg06070625	8206	cg06070625:chr3:69895488 MITF;MITF	CPG	CPG: cg06070625:chr3:69895488 MITF;MITF	CPG: cg06070625:chr3:69895488 MITF;MITF
cg06082050	8207	cg06082050:chr1:91403531 0	CPG	CPG: cg06082050:chr1:91403531 0	CPG: cg06082050:chr1:91403531 0
cg06099697	8208	cg06099697:chr16:87067362 ZFPM1	CPG	CPG: cg06099697:chr16:87067362 ZFPM1	CPG: cg06099697:chr16:87067362 ZFPM1
cg06126421	8209	cg06126421:chr6:30828059 0	CPG	CPG: cg06126421:chr6:30828059 0	CPG: cg06126421:chr6:30828059 0
cg06154903	8210	cg06154903:chr11:64399134 EHD1	CPG	CPG: cg06154903:chr11:64399134 EHD1	CPG: cg06154903:chr11:64399134 EHD1
cg06188083	8211	cg06188083:chr10:91082985 IFIT3;IFIT3	CPG	CPG: cg06188083:chr10:91082985 IFIT3;IFIT3	CPG: cg06188083:chr10:91082985 IFIT3;IFIT3
cg06196379	8212	cg06196379:chr6:41362863 TREM1	CPG	CPG: cg06196379:chr6:41362863 TREM1	CPG: cg06196379:chr6:41362863 TREM1
cg06211456	8213	cg06211456:chr3:66484301 SLC25A26;SLC25A26;SLC25A26	CPG	CPG: cg06211456:chr3:66484301 SLC25A26;SLC25A26;SLC25A26	CPG: cg06211456:chr3:66484301 SLC25A26;SLC25A26;SLC25A26
cg06234863	8214	cg06234863:chr17:53094984 MSI2	CPG	CPG: cg06234863:chr17:53094984 MSI2	CPG: cg06234863:chr17:53094984 MSI2
cg06234966	8215	cg06234966:chr17:77644049 FASN	CPG	CPG: cg06234966:chr17:77644049 FASN	CPG: cg06234966:chr17:77644049 FASN
cg06239191	8216	cg06239191:chr8:145235124 KIAA1875	CPG	CPG: cg06239191:chr8:145235124 KIAA1875	CPG: cg06239191:chr8:145235124 KIAA1875
cg06239616	8217	cg06239616:chr7:154336874 0	CPG	CPG: cg06239616:chr7:154336874 0	CPG: cg06239616:chr7:154336874 0
cg06246882	8218	cg06246882:chr16:1478741 C16orf38	CPG	CPG: cg06246882:chr16:1478741 C16orf38	CPG: cg06246882:chr16:1478741 C16orf38
cg06266582	8219	cg06266582:chr11:64628354 C11orf2	CPG	CPG: cg06266582:chr11:64628354 C11orf2	CPG: cg06266582:chr11:64628354 C11orf2
cg06266973	8220	cg06266973:chr10:43131189 0	CPG	CPG: cg06266973:chr10:43131189 0	CPG: cg06266973:chr10:43131189 0
cg06287371	8221	cg06287371:chr16:82641057 0	CPG	CPG: cg06287371:chr16:82641057 0	CPG: cg06287371:chr16:82641057 0
cg06308538	8222	cg06308538:chr4:184366192 WWC2	CPG	CPG: cg06308538:chr4:184366192 WWC2	CPG: cg06308538:chr4:184366192 WWC2
cg06313718	8223	cg06313718:chr3:49689203 APEH	CPG	CPG: cg06313718:chr3:49689203 APEH	CPG: cg06313718:chr3:49689203 APEH
cg06315149	8224	cg06315149:chr1:2026258 PRKCZ;PRKCZ;PRKCZ	CPG	CPG: cg06315149:chr1:2026258 PRKCZ;PRKCZ;PRKCZ	CPG: cg06315149:chr1:2026258 PRKCZ;PRKCZ;PRKCZ
cg06333800	8225	cg06333800:chr7:151073414 PRKAG2;PRKAG2	CPG	CPG: cg06333800:chr7:151073414 PRKAG2;PRKAG2	CPG: cg06333800:chr7:151073414 PRKAG2;PRKAG2
cg06347896	8226	cg06347896:chr20:58079344 C20orf197	CPG	CPG: cg06347896:chr20:58079344 C20orf197	CPG: cg06347896:chr20:58079344 C20orf197
cg06347943	8227	cg06347943:chr2:240091234 0	CPG	CPG: cg06347943:chr2:240091234 0	CPG: cg06347943:chr2:240091234 0
cg06350257	8228	cg06350257:chr1:87369957 LOC339524;LOC339524;LOC339524;LOC339524;LOC339524	CPG	CPG: cg06350257:chr1:87369957 LOC339524;LOC339524;LOC339524;LOC339524;LOC339524	CPG: cg06350257:chr1:87369957 LOC339524;LOC339524;LOC339524;LOC339524;LOC339524
cg06352352	8229	cg06352352:chr16:65738967 C16orf70	CPG	CPG: cg06352352:chr16:65738967 C16orf70	CPG: cg06352352:chr16:65738967 C16orf70
cg06355422	8230	cg06355422:chr22:48399653 C22orf34	CPG	CPG: cg06355422:chr22:48399653 C22orf34	CPG: cg06355422:chr22:48399653 C22orf34
cg06355720	8231	cg06355720:chr1:151599974 S100A9	CPG	CPG: cg06355720:chr1:151599974 S100A9	CPG: cg06355720:chr1:151599974 S100A9
cg06358970	8232	cg06358970:chr2:85518337 0	CPG	CPG: cg06358970:chr2:85518337 0	CPG: cg06358970:chr2:85518337 0
cg06363865	8233	cg06363865:chr1:42702356 0	CPG	CPG: cg06363865:chr1:42702356 0	CPG: cg06363865:chr1:42702356 0
cg06367607	8234	cg06367607:chr6:106709902 0	CPG	CPG: cg06367607:chr6:106709902 0	CPG: cg06367607:chr6:106709902 0
cg06381864	8235	cg06381864:chr17:12746143 RICH2	CPG	CPG: cg06381864:chr17:12746143 RICH2	CPG: cg06381864:chr17:12746143 RICH2
cg06391412	8236	cg06391412:chr3:71378374 FOXP1;FOXP1	CPG	CPG: cg06391412:chr3:71378374 FOXP1;FOXP1	CPG: cg06391412:chr3:71378374 FOXP1;FOXP1
cg06394229	8237	cg06394229:chr19:43995615 LGALS4	CPG	CPG: cg06394229:chr19:43995615 LGALS4	CPG: cg06394229:chr19:43995615 LGALS4
cg06398335	8238	cg06398335:chr13:99959617 PCCA;PCCA	CPG	CPG: cg06398335:chr13:99959617 PCCA;PCCA	CPG: cg06398335:chr13:99959617 PCCA;PCCA
cg06435765	8239	cg06435765:chr18:586713 CLUL1	CPG	CPG: cg06435765:chr18:586713 CLUL1	CPG: cg06435765:chr18:586713 CLUL1
cg06442372	8240	cg06442372:chr1:204012330 RAB7L1;RAB7L1;RAB7L1;RAB7L1	CPG	CPG: cg06442372:chr1:204012330 RAB7L1;RAB7L1;RAB7L1;RAB7L1	CPG: cg06442372:chr1:204012330 RAB7L1;RAB7L1;RAB7L1;RAB7L1
cg06442865	8241	cg06442865:chr17:46268412 WFIKKN2	CPG	CPG: cg06442865:chr17:46268412 WFIKKN2	CPG: cg06442865:chr17:46268412 WFIKKN2
cg06483820	8242	cg06483820:chr17:52522148 AKAP1	CPG	CPG: cg06483820:chr17:52522148 AKAP1	CPG: cg06483820:chr17:52522148 AKAP1
cg06490839	8243	cg06490839:chr18:22494813 0	CPG	CPG: cg06490839:chr18:22494813 0	CPG: cg06490839:chr18:22494813 0
cg06495615	8244	cg06495615:chr19:890731 ARID3A	CPG	CPG: cg06495615:chr19:890731 ARID3A	CPG: cg06495615:chr19:890731 ARID3A
cg06496803	8245	cg06496803:chr4:6991816 TBC1D14;TBC1D14	CPG	CPG: cg06496803:chr4:6991816 TBC1D14;TBC1D14	CPG: cg06496803:chr4:6991816 TBC1D14;TBC1D14
cg06507307	8246	cg06507307:chr10:134417522 INPP5A	CPG	CPG: cg06507307:chr10:134417522 INPP5A	CPG: cg06507307:chr10:134417522 INPP5A
cg06513960	8247	cg06513960:chr1:149716118 0	CPG	CPG: cg06513960:chr1:149716118 0	CPG: cg06513960:chr1:149716118 0
cg06517521	8248	cg06517521:chr1:23236544 KDM1A;KDM1A	CPG	CPG: cg06517521:chr1:23236544 KDM1A;KDM1A	CPG: cg06517521:chr1:23236544 KDM1A;KDM1A
cg06522435	8249	cg06522435:chr8:68242954 CSPP1;CSPP1	CPG	CPG: cg06522435:chr8:68242954 CSPP1;CSPP1	CPG: cg06522435:chr8:68242954 CSPP1;CSPP1
cg06523490	8250	cg06523490:chr11:111248883 ALG9;ALG9	CPG	CPG: cg06523490:chr11:111248883 ALG9;ALG9	CPG: cg06523490:chr11:111248883 ALG9;ALG9
cg06528816	8251	cg06528816:chr2:47095781 TTC7A	CPG	CPG: cg06528816:chr2:47095781 TTC7A	CPG: cg06528816:chr2:47095781 TTC7A
cg06556905	8252	cg06556905:chr7:44768687 ZMIZ2;ZMIZ2	CPG	CPG: cg06556905:chr7:44768687 ZMIZ2;ZMIZ2	CPG: cg06556905:chr7:44768687 ZMIZ2;ZMIZ2
cg06558622	8253	cg06558622:chr7:149174110 ZNF862	CPG	CPG: cg06558622:chr7:149174110 ZNF862	CPG: cg06558622:chr7:149174110 ZNF862
cg06559756	8254	cg06559756:chr17:62894759 PITPNC1;PITPNC1	CPG	CPG: cg06559756:chr17:62894759 PITPNC1;PITPNC1	CPG: cg06559756:chr17:62894759 PITPNC1;PITPNC1
cg06577703	8255	cg06577703:chr17:77045716 BAHCC1	CPG	CPG: cg06577703:chr17:77045716 BAHCC1	CPG: cg06577703:chr17:77045716 BAHCC1
cg06584121	8256	cg06584121:chr5:132021717 IL13	CPG	CPG: cg06584121:chr5:132021717 IL13	CPG: cg06584121:chr5:132021717 IL13
cg06595153	8257	cg06595153:chr12:93143767 PLXNC1	CPG	CPG: cg06595153:chr12:93143767 PLXNC1	CPG: cg06595153:chr12:93143767 PLXNC1
cg06597413	8258	cg06597413:chr11:68961064 0	CPG	CPG: cg06597413:chr11:68961064 0	CPG: cg06597413:chr11:68961064 0
cg06603309	8259	cg06603309:chr11:2680720 KCNQ1;KCNQ1	CPG	CPG: cg06603309:chr11:2680720 KCNQ1;KCNQ1	CPG: cg06603309:chr11:2680720 KCNQ1;KCNQ1
cg06630567	8260	cg06630567:chr9:115880256 AMBP	CPG	CPG: cg06630567:chr9:115880256 AMBP	CPG: cg06630567:chr9:115880256 AMBP
cg06633463	8261	cg06633463:chr11:123121621 0	CPG	CPG: cg06633463:chr11:123121621 0	CPG: cg06633463:chr11:123121621 0
cg06634140	8262	cg06634140:chr14:95026078 0	CPG	CPG: cg06634140:chr14:95026078 0	CPG: cg06634140:chr14:95026078 0
cg06648780	8263	cg06648780:chr3:106616507 ALCAM	CPG	CPG: cg06648780:chr3:106616507 ALCAM	CPG: cg06648780:chr3:106616507 ALCAM
cg06665913	8264	cg06665913:chr11:113452246 ZBTB16;ZBTB16	CPG	CPG: cg06665913:chr11:113452246 ZBTB16;ZBTB16	CPG: cg06665913:chr11:113452246 ZBTB16;ZBTB16
cg06676088	8265	cg06676088:chr11:2107263 INS-IGF2;IGF2;IGF2;IGF2	CPG	CPG: cg06676088:chr11:2107263 INS-IGF2;IGF2;IGF2;IGF2	CPG: cg06676088:chr11:2107263 INS-IGF2;IGF2;IGF2;IGF2
cg06680065	8266	cg06680065:chr12:70122006 LGR5	CPG	CPG: cg06680065:chr12:70122006 LGR5	CPG: cg06680065:chr12:70122006 LGR5
cg06682445	8267	cg06682445:chr7:43882316 URGCP;URGCP;URGCP	CPG	CPG: cg06682445:chr7:43882316 URGCP;URGCP;URGCP	CPG: cg06682445:chr7:43882316 URGCP;URGCP;URGCP
cg06690548	8268	cg06690548:chr4:139382258 SLC7A11	CPG	CPG: cg06690548:chr4:139382258 SLC7A11	CPG: cg06690548:chr4:139382258 SLC7A11
cg06703844	8269	cg06703844:chr8:142332980 0	CPG	CPG: cg06703844:chr8:142332980 0	CPG: cg06703844:chr8:142332980 0
cg06715330	8270	cg06715330:chr17:77751495 CCDC57	CPG	CPG: cg06715330:chr17:77751495 CCDC57	CPG: cg06715330:chr17:77751495 CCDC57
cg06725287	8271	cg06725287:chr17:78127051 FOXK2	CPG	CPG: cg06725287:chr17:78127051 FOXK2	CPG: cg06725287:chr17:78127051 FOXK2
cg06730132	8272	cg06730132:chr16:20882626 DNAH3	CPG	CPG: cg06730132:chr16:20882626 DNAH3	CPG: cg06730132:chr16:20882626 DNAH3
cg06736444	8273	cg06736444:chr16:2741794 LOC100128788;SRRM2	CPG	CPG: cg06736444:chr16:2741794 LOC100128788;SRRM2	CPG: cg06736444:chr16:2741794 LOC100128788;SRRM2
cg06739505	8274	cg06739505:chr15:39627135 0	CPG	CPG: cg06739505:chr15:39627135 0	CPG: cg06739505:chr15:39627135 0
cg06756385	8275	cg06756385:chr14:99680241 EVL	CPG	CPG: cg06756385:chr14:99680241 EVL	CPG: cg06756385:chr14:99680241 EVL
cg06758539	8276	cg06758539:chr5:76011041 IQGAP2	CPG	CPG: cg06758539:chr5:76011041 IQGAP2	CPG: cg06758539:chr5:76011041 IQGAP2
cg06759632	8277	cg06759632:chr1:1225293 ACAP3	CPG	CPG: cg06759632:chr1:1225293 ACAP3	CPG: cg06759632:chr1:1225293 ACAP3
cg06768399	8278	cg06768399:chr1:221271854 0	CPG	CPG: cg06768399:chr1:221271854 0	CPG: cg06768399:chr1:221271854 0
cg06768944	8279	cg06768944:chr8:142285458 0	CPG	CPG: cg06768944:chr8:142285458 0	CPG: cg06768944:chr8:142285458 0
cg06773247	8280	cg06773247:chr17:2221307 SGSM2;SGSM2	CPG	CPG: cg06773247:chr17:2221307 SGSM2;SGSM2	CPG: cg06773247:chr17:2221307 SGSM2;SGSM2
cg06780777	8281	cg06780777:chr8:28302383 0	CPG	CPG: cg06780777:chr8:28302383 0	CPG: cg06780777:chr8:28302383 0
cg06784545	8282	cg06784545:chr1:223909376 0	CPG	CPG: cg06784545:chr1:223909376 0	CPG: cg06784545:chr1:223909376 0
cg06792952	8283	cg06792952:chr10:49773557 WDFY4	CPG	CPG: cg06792952:chr10:49773557 WDFY4	CPG: cg06792952:chr10:49773557 WDFY4
cg06800849	8284	cg06800849:chr16:87708088 ACSF3;ACSF3;ACSF3	CPG	CPG: cg06800849:chr16:87708088 ACSF3;ACSF3;ACSF3	CPG: cg06800849:chr16:87708088 ACSF3;ACSF3;ACSF3
cg06807713	8285	cg06807713:chr12:52972171 NFE2;NFE2	CPG	CPG: cg06807713:chr12:52972171 NFE2;NFE2	CPG: cg06807713:chr12:52972171 NFE2;NFE2
cg06814191	8286	cg06814191:chr11:10419500 0	CPG	CPG: cg06814191:chr11:10419500 0	CPG: cg06814191:chr11:10419500 0
cg06824199	8287	cg06824199:chr1:46930396 KIAA0494	CPG	CPG: cg06824199:chr1:46930396 KIAA0494	CPG: cg06824199:chr1:46930396 KIAA0494
cg06833981	8288	cg06833981:chr6:31705687 BAT2	CPG	CPG: cg06833981:chr6:31705687 BAT2	CPG: cg06833981:chr6:31705687 BAT2
cg06839111	8289	cg06839111:chr16:66535951 SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4;LCAT	CPG	CPG: cg06839111:chr16:66535951 SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4;LCAT	CPG: cg06839111:chr16:66535951 SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4;LCAT
cg06839602	8290	cg06839602:chr18:14386583 0	CPG	CPG: cg06839602:chr18:14386583 0	CPG: cg06839602:chr18:14386583 0
cg06840243	8291	cg06840243:chr17:71953933 UBE2O	CPG	CPG: cg06840243:chr17:71953933 UBE2O	CPG: cg06840243:chr17:71953933 UBE2O
cg06850687	8292	cg06850687:chr12:54873793 0	CPG	CPG: cg06850687:chr12:54873793 0	CPG: cg06850687:chr12:54873793 0
cg06857921	8293	cg06857921:chr2:217238521 0	CPG	CPG: cg06857921:chr2:217238521 0	CPG: cg06857921:chr2:217238521 0
cg06866208	8294	cg06866208:chr16:66117746 0	CPG	CPG: cg06866208:chr16:66117746 0	CPG: cg06866208:chr16:66117746 0
cg06872964	8295	cg06872964:chr1:78857838 IFI44L	CPG	CPG: cg06872964:chr1:78857838 IFI44L	CPG: cg06872964:chr1:78857838 IFI44L
cg06895313	8296	cg06895313:chr1:2714686 0	CPG	CPG: cg06895313:chr1:2714686 0	CPG: cg06895313:chr1:2714686 0
cg06897334	8297	cg06897334:chr1:153846281 MSTO1	CPG	CPG: cg06897334:chr1:153846281 MSTO1	CPG: cg06897334:chr1:153846281 MSTO1
cg06898168	8298	cg06898168:chr7:5413879 TNRC18	CPG	CPG: cg06898168:chr7:5413879 TNRC18	CPG: cg06898168:chr7:5413879 TNRC18
cg06901238	8299	cg06901238:chr17:75321312 ENPP7	CPG	CPG: cg06901238:chr17:75321312 ENPP7	CPG: cg06901238:chr17:75321312 ENPP7
cg06906869	8300	cg06906869:chr13:51632155 NEK3;NEK3;NEK3;NEK3	CPG	CPG: cg06906869:chr13:51632155 NEK3;NEK3;NEK3;NEK3	CPG: cg06906869:chr13:51632155 NEK3;NEK3;NEK3;NEK3
cg06958964	8301	cg06958964:chr10:44814812 C10orf25;ZNF22	CPG	CPG: cg06958964:chr10:44814812 C10orf25;ZNF22	CPG: cg06958964:chr10:44814812 C10orf25;ZNF22
cg06963648	8302	cg06963648:chr14:22410779 LRP10	CPG	CPG: cg06963648:chr14:22410779 LRP10	CPG: cg06963648:chr14:22410779 LRP10
cg06967602	8303	cg06967602:chr10:12613236 CAMK1D;CAMK1D	CPG	CPG: cg06967602:chr10:12613236 CAMK1D;CAMK1D	CPG: cg06967602:chr10:12613236 CAMK1D;CAMK1D
cg06972908	8304	cg06972908:chr16:30395822 ITGAL;ITGAL	CPG	CPG: cg06972908:chr16:30395822 ITGAL;ITGAL	CPG: cg06972908:chr16:30395822 ITGAL;ITGAL
cg06981309	8305	cg06981309:chr3:147743644 PLSCR1	CPG	CPG: cg06981309:chr3:147743644 PLSCR1	CPG: cg06981309:chr3:147743644 PLSCR1
cg06996254	8306	cg06996254:chr12:45714058 0	CPG	CPG: cg06996254:chr12:45714058 0	CPG: cg06996254:chr12:45714058 0
cg07007035	8307	cg07007035:chr7:1742602 ELFN1	CPG	CPG: cg07007035:chr7:1742602 ELFN1	CPG: cg07007035:chr7:1742602 ELFN1
cg07033790	8308	cg07033790:chr5:135507035 SMAD5;SMAD5;SMAD5	CPG	CPG: cg07033790:chr5:135507035 SMAD5;SMAD5;SMAD5	CPG: cg07033790:chr5:135507035 SMAD5;SMAD5;SMAD5
cg07050712	8309	cg07050712:chr17:44727125 ZNF652;ZNF652	CPG	CPG: cg07050712:chr17:44727125 ZNF652;ZNF652	CPG: cg07050712:chr17:44727125 ZNF652;ZNF652
cg07052231	8310	cg07052231:chr12:7254807 PEX5;PEX5;PEX5;PEX5;PEX5	CPG	CPG: cg07052231:chr12:7254807 PEX5;PEX5;PEX5;PEX5;PEX5	CPG: cg07052231:chr12:7254807 PEX5;PEX5;PEX5;PEX5;PEX5
cg07081759	8311	cg07081759:chr10:126320895 FAM53B	CPG	CPG: cg07081759:chr10:126320895 FAM53B	CPG: cg07081759:chr10:126320895 FAM53B
cg07088771	8312	cg07088771:chr6:32165824 TNXB	CPG	CPG: cg07088771:chr6:32165824 TNXB	CPG: cg07088771:chr6:32165824 TNXB
cg07098502	8313	cg07098502:chr16:84211658 KIAA0182;KIAA0182	CPG	CPG: cg07098502:chr16:84211658 KIAA0182;KIAA0182	CPG: cg07098502:chr16:84211658 KIAA0182;KIAA0182
cg07102397	8314	cg07102397:chr14:88934480 FOXN3;FOXN3	CPG	CPG: cg07102397:chr14:88934480 FOXN3;FOXN3	CPG: cg07102397:chr14:88934480 FOXN3;FOXN3
cg07103722	8315	cg07103722:chr6:31478511 MICA	CPG	CPG: cg07103722:chr6:31478511 MICA	CPG: cg07103722:chr6:31478511 MICA
cg07124719	8316	cg07124719:chr4:80967576 GDEP	CPG	CPG: cg07124719:chr4:80967576 GDEP	CPG: cg07124719:chr4:80967576 GDEP
cg07136111	8317	cg07136111:chr7:30795530 FAM188B	CPG	CPG: cg07136111:chr7:30795530 FAM188B	CPG: cg07136111:chr7:30795530 FAM188B
cg07140459	8318	cg07140459:chr3:143647722 XRN1;XRN1	CPG	CPG: cg07140459:chr3:143647722 XRN1;XRN1	CPG: cg07140459:chr3:143647722 XRN1;XRN1
cg07146912	8319	cg07146912:chr3:73754067 PDZRN3	CPG	CPG: cg07146912:chr3:73754067 PDZRN3	CPG: cg07146912:chr3:73754067 PDZRN3
cg07150145	8320	cg07150145:chr1:47428724 PDZK1IP1	CPG	CPG: cg07150145:chr1:47428724 PDZK1IP1	CPG: cg07150145:chr1:47428724 PDZK1IP1
cg07159951	8321	cg07159951:chr1:45755762 PRDX1;PRDX1;PRDX1	CPG	CPG: cg07159951:chr1:45755762 PRDX1;PRDX1;PRDX1	CPG: cg07159951:chr1:45755762 PRDX1;PRDX1;PRDX1
cg07162210	8322	cg07162210:chr6:15499250 JARID2	CPG	CPG: cg07162210:chr6:15499250 JARID2	CPG: cg07162210:chr6:15499250 JARID2
cg07177867	8323	cg07177867:chr15:49818038 LYSMD2;LYSMD2	CPG	CPG: cg07177867:chr15:49818038 LYSMD2;LYSMD2	CPG: cg07177867:chr15:49818038 LYSMD2;LYSMD2
cg07188863	8324	cg07188863:chr11:109560635 0	CPG	CPG: cg07188863:chr11:109560635 0	CPG: cg07188863:chr11:109560635 0
cg07195118	8325	cg07195118:chr8:145234893 KIAA1875	CPG	CPG: cg07195118:chr8:145234893 KIAA1875	CPG: cg07195118:chr8:145234893 KIAA1875
cg07201450	8326	cg07201450:chr1:58489250 DAB1	CPG	CPG: cg07201450:chr1:58489250 DAB1	CPG: cg07201450:chr1:58489250 DAB1
cg07208825	8327	cg07208825:chr2:73725363 ALMS1P	CPG	CPG: cg07208825:chr2:73725363 ALMS1P	CPG: cg07208825:chr2:73725363 ALMS1P
cg07236204	8328	cg07236204:chr1:197639409 0	CPG	CPG: cg07236204:chr1:197639409 0	CPG: cg07236204:chr1:197639409 0
cg07237939	8329	cg07237939:chr6:160689744 SLC22A3	CPG	CPG: cg07237939:chr6:160689744 SLC22A3	CPG: cg07237939:chr6:160689744 SLC22A3
cg07271869	8330	cg07271869:chr3:197458726 PCYT1A	CPG	CPG: cg07271869:chr3:197458726 PCYT1A	CPG: cg07271869:chr3:197458726 PCYT1A
cg07279162	8331	cg07279162:chr10:50402502 ERCC6;PGBD3	CPG	CPG: cg07279162:chr10:50402502 ERCC6;PGBD3	CPG: cg07279162:chr10:50402502 ERCC6;PGBD3
cg07285983	8332	cg07285983:chr1:173111113 RABGAP1L;RABGAP1L	CPG	CPG: cg07285983:chr1:173111113 RABGAP1L;RABGAP1L	CPG: cg07285983:chr1:173111113 RABGAP1L;RABGAP1L
cg07293993	8333	cg07293993:chr15:77975949 MTHFS	CPG	CPG: cg07293993:chr15:77975949 MTHFS	CPG: cg07293993:chr15:77975949 MTHFS
cg07351084	8334	cg07351084:chr1:33494046 ZNF362	CPG	CPG: cg07351084:chr1:33494046 ZNF362	CPG: cg07351084:chr1:33494046 ZNF362
cg07352016	8335	cg07352016:chr18:53401566 FECH;FECH	CPG	CPG: cg07352016:chr18:53401566 FECH;FECH	CPG: cg07352016:chr18:53401566 FECH;FECH
cg07376561	8336	cg07376561:chr7:35988801 0	CPG	CPG: cg07376561:chr7:35988801 0	CPG: cg07376561:chr7:35988801 0
cg07386061	8337	cg07386061:chr3:52467914 NISCH	CPG	CPG: cg07386061:chr3:52467914 NISCH	CPG: cg07386061:chr3:52467914 NISCH
cg07387044	8338	cg07387044:chr8:145242335 KIAA1875	CPG	CPG: cg07387044:chr8:145242335 KIAA1875	CPG: cg07387044:chr8:145242335 KIAA1875
cg07391141	8339	cg07391141:chr21:42908103 0	CPG	CPG: cg07391141:chr21:42908103 0	CPG: cg07391141:chr21:42908103 0
